country_code,year,Country,Time,gdp_per_capita,primary_education,secondary_education,tertiary_education,adolescent_fertility
GBR,YR2023,United Kingdom,2023,49944.4702124201,102.171287536621,112.120048522949,80.4146499633789,8.359
GBR,YR2022,United Kingdom,2022,47057.043229179,102.48095703125,113.202857971191,79.7695083618164,8.379
GBR,YR2021,United Kingdom,2021,47691.3768799404,102.243896484375,113.719017028809,76.7543563842773,8.578
GBR,YR2020,United Kingdom,2020,40812.6794663879,102.265762329102,114.617248535156,69.4076614379883,9.701
ARE,YR2024,United Arab Emirates,2024,50273.5060469837,108.044420617858,102.129724902444,63.7384451086316,2.817
ARE,YR2023,United Arab Emirates,2023,49850.6872175164,106.259950303562,101.944972436447,61.3456114422447,3.103
ARE,YR2022,United Arab Emirates,2022,50759.7589231191,107.287431527388,102.380981445312,60.4188226013954,2.879
ARE,YR2021,United Arab Emirates,2021,44118.5047192771,106.652834923572,103.210663324826,56.4520334436146,2.563
ARE,YR2020,United Arab Emirates,2020,37991.7492971665,108.069803864287,99.1635400791877,54.9746998074699,3.032
UKR,YR2024,Ukraine,2024,5389.47314453125,93.3063201904297,86.1695022583008,87.1920013427734,10.939
UKR,YR2023,Ukraine,2023,5139.59814453125,94.577262878418,87.0823822021484,82.5533599853516,11.377
UKR,YR2022,Ukraine,2022,4199.6708984375,92.7711634493634,,,10.271
UKR,YR2021,Ukraine,2021,4775.94580078125,91.1487047246428,84.6516335033103,75.9079435107907,14.417
UKR,YR2020,Ukraine,2020,3709.76928710938,91.1122134493007,84.4283338575221,82.1345992180731,15.489
UGA,YR2024,Uganda,2024,1077.91278452817,,,,104.733
UGA,YR2023,Uganda,2023,1002.30913917142,,,,106.954
UGA,YR2022,Uganda,2022,963.067314117178,,,,108.697
UGA,YR2021,Uganda,2021,882.791717542504,,,,110.964
UGA,YR2020,Uganda,2020,845.766463890124,,,,112.94
TUV,YR2024,Tuvalu,2024,,101.138952164009,90.6571654790182,,26.789
TUV,YR2023,Tuvalu,2023,6344.7750188689,108.909370199693,93.2753164556962,19.3509615384615,27.507
TUV,YR2022,Tuvalu,2022,5911.32727055301,110.604870384918,92.0868890612878,,28.094
TUV,YR2021,Tuvalu,2021,5905.08198095343,113.292117465224,88.8804841149773,,28.474
TUV,YR2020,Tuvalu,2020,4976.11254109571,102.034664657121,77.0771513353116,,28.779
TCA,YR2024,Turks and Caicos Islands,2024,37506.7798431288,125.059584610146,119.728975687525,,15.647
TCA,YR2023,Turks and Caicos Islands,2023,35470.2151608295,124.371236273468,109.841759938248,25.2537080405933,16.189
TCA,YR2022,Turks and Caicos Islands,2022,31280.5418020808,120.817047119141,105.9765625,16.973180770874,16.581
TCA,YR2021,Turks and Caicos Islands,2021,27329.2885087196,119.731262207031,98.0016021728516,,17.257
TCA,YR2020,Turks and Caicos Islands,2020,20690.9160546118,122.129144851658,91.187270501836,,17.872
TKM,YR2024,Turkmenistan,2024,6856.65802730208,95.6921775462619,94.6464126735365,20.4250351701637,20.145
TKM,YR2023,Turkmenistan,2023,6231.91323839698,97.341891416249,102.546752929688,18.8084201812744,21.227
TKM,YR2022,Turkmenistan,2022,5837.84224538947,97.8101295641932,92.451789855957,16.7316012007071,22.303
TKM,YR2021,Turkmenistan,2021,5723.30227157906,99.148014910553,89.9339065551758,14.5425982703266,24.023
TKM,YR2020,Turkmenistan,2020,5972.72356566861,100.048094898202,86.8120225282998,12.4085702576356,24.73
TUR,YR2024,Turkiye,2024,15892.7157287241,,,,11.182
TUR,YR2023,Turkiye,2023,13375.0947282864,102.43807220459,118.411979675293,105.88606262207,12.055
TUR,YR2022,Turkiye,2022,10897.8397861365,102.487701416016,116.040176391602,127.577972412109,12.203
TUR,YR2021,Turkiye,2021,9981.76398411336,102.596397399902,114.147331237793,125.763786315918,13.63
TUR,YR2020,Turkiye,2020,8798.11791709313,103.296417236328,112.527458190918,118.883682250977,15.334
TUN,YR2024,Tunisia,2024,4181.13789301228,,,,4.207
TUN,YR2023,Tunisia,2023,3951.11683376921,104.424217224121,,38.1219482421875,4.315
TUN,YR2022,Tunisia,2022,3707.29283414381,104.063652038574,,37.1276893615723,4.475
TUN,YR2021,Tunisia,2021,3906.93926319391,104.342628479004,,33.2740287780762,4.321
TUN,YR2020,Tunisia,2020,3548.65363663803,103.975509643555,,32.5181999206543,5.264
TTO,YR2024,Trinidad and Tobago,2024,18733.4110406494,98.262990670178,95.6815649255588,23.8493010569383,36.03
TTO,YR2023,Trinidad and Tobago,2023,18308.4536298575,99.1887588500977,92.9377899169922,,35.994
TTO,YR2022,Trinidad and Tobago,2022,20750.5202434652,,,,36.768
TTO,YR2021,Trinidad and Tobago,2021,17712.5674104655,,,,37.22
TTO,YR2020,Trinidad and Tobago,2020,15283.6270531554,,,,37.684
TON,YR2024,Tonga,2024,,108.789986091794,92.4258049730721,,25.067
TON,YR2023,Tonga,2023,5651.59373063157,109.611591048228,91.8606656320055,42.8611738148984,24.841
TON,YR2022,Tonga,2022,5298.01941509951,106.535737282679,96.996718063038,,24.958
TON,YR2021,Tonga,2021,4922.80171378368,107.017315453717,106.143896523848,,24.728
TON,YR2020,Tonga,2020,4792.35854741522,112.25483743583,90.4639980016237,21.2782986508118,24.889
TGO,YR2024,Togo,2024,1119.38160509429,114.272773524266,,,76.383
TGO,YR2023,Togo,2023,1055.01727877926,116.335465545392,63.4192515229188,,77.05
TGO,YR2022,Togo,2022,951.232378690387,118.42316752898,,,78.269
TGO,YR2021,Togo,2021,962.075187515872,116.971385859009,63.0669365853803,,79.696
TGO,YR2020,Togo,2020,863.468665870276,119.266830948762,,14.9029897765252,80.816
TLS,YR2024,Timor-Leste,2024,1331.9705130185,,,,26.784
TLS,YR2023,Timor-Leste,2023,1502.41147438211,119.652693100113,,30.9611108169641,27.406
TLS,YR2022,Timor-Leste,2022,2343.24954740187,119.036719326581,,,27.87
TLS,YR2021,Timor-Leste,2021,2684.92676774277,123.584941487948,,,28.284
TLS,YR2020,Timor-Leste,2020,1630.86938521256,110.606703667428,84.7410404382553,,29.407
THA,YR2024,Thailand,2024,7346.62022142185,101.004223573604,92.507325535959,44.9845744019321,25.045
THA,YR2023,Thailand,2023,7195.10130919449,102.574975655738,93.3356315272258,45.4407811172674,26.145
THA,YR2022,Thailand,2022,6909.35281815827,104.833004394528,88.0661686868399,43.29484965617,26.254
THA,YR2021,Thailand,2021,7057.20754802279,103.619796585158,84.6644528199547,43.4690405127808,27.475
THA,YR2020,Thailand,2020,6985.64393892574,103.859900460568,82.3668560969625,42.5900878816865,29.613
TZA,YR2024,Tanzania,2024,1186.71691894531,92.6902654262381,,4.01880979537964,112.612
TZA,YR2023,Tanzania,2023,1224.00219726563,95.6409804093201,,5.16887784940301,113.209
TZA,YR2022,Tanzania,2022,1207.52062988281,90.6152672281358,,5.32159018874409,114.29
TZA,YR2021,Tanzania,2021,1159.85656738281,98.6999541804178,28.231330871582,3.59164319762461,115.452
TZA,YR2020,Tanzania,2020,1117.41528320313,98.5753622403869,30.9205938581875,7.18188265775187,117.034
TJK,YR2024,Tajikistan,2024,1341.20229027672,95.7571411611065,86.9035257819264,35.6398418742497,39.436
TJK,YR2023,Tajikistan,2023,1178.47990060249,96.9759265270236,88.4022015902249,34.9689625947729,40.437
TJK,YR2022,Tajikistan,2022,1052.17949484894,99.9668886016055,90.888637681585,37.2834392884446,42.246
TJK,YR2021,Tajikistan,2021,896.748053372182,100.368730862382,91.2751683038557,37.4220713871838,43.993
TJK,YR2020,Tajikistan,2020,834.311715460625,100.404687742152,90.9012072790342,34.6676458195911,45.669
SYR,YR2024,Syrian Arab Republic,2024,,81.4114685058594,38.736930847168,,38.618
SYR,YR2023,Syrian Arab Republic,2023,,76.7710494995117,39.4672088623047,,38.91
SYR,YR2022,Syrian Arab Republic,2022,1051.67149587463,72.1296768188477,39.6268081665039,,39.72
SYR,YR2021,Syrian Arab Republic,2021,663.614245706815,68.5588684082031,39.4595794677734,,40.73
SYR,YR2020,Syrian Arab Republic,2020,572.355289831901,70.3771514892578,39.0727806091309,,41.213
CHE,YR2024,Switzerland,2024,103998.186685604,101.21174621582,101.4287109375,73.5430526733398,1.48
CHE,YR2023,Switzerland,2023,100623.549627296,102.282958984375,102.965591430664,74.0060882568359,1.483
CHE,YR2022,Switzerland,2022,94394.5106803525,101.363067626953,103.392356872559,74.1526794433594,1.386
CHE,YR2021,Switzerland,2021,93664.7736696111,101.478240966797,103.605186462402,71.893928527832,1.471
CHE,YR2020,Switzerland,2020,85897.7843338323,101.731712341309,104.211616516113,68.0676422119141,1.671
SWE,YR2024,Sweden,2024,57117.4877440616,114.869583129883,131.96354675293,83.9988098144531,1.695
SWE,YR2023,Sweden,2023,54950.2834725622,115.019523620605,134.244293212891,81.3998184204102,1.792
SWE,YR2022,Sweden,2022,54836.8907235124,116.425392150879,139.406524658203,83.8976135253906,2.016
SWE,YR2021,Sweden,2021,60647.5416365347,117.347633361816,138.688186645508,85.9426193237305,2.38
SWE,YR2020,Sweden,2020,52568.5726980146,119.500106811523,136.426132202148,79.1196365356445,2.75
SUR,YR2024,Suriname,2024,6961.78955961526,91.9199272065514,,2.56642457392281,46.857
SUR,YR2023,Suriname,2023,5521.97602122638,64.1794204711914,76.1109237670898,4.93785087797966,48.032
SUR,YR2022,Suriname,2022,6084.43876736445,95.4135457093626,78.0214761948254,5.02487384130847,48.814
SUR,YR2021,Suriname,2021,5029.84838543953,94.7700129358323,65.6294708251953,8.45416298008342,49.56
SUR,YR2020,Suriname,2020,4755.39221710693,102.277236938477,73.11669921875,5.30574712643678,52.064
SDN,YR2024,Sudan,2024,984.607666015625,,,,64.535
SDN,YR2023,Sudan,2023,797.283447265625,,,,66.071
SDN,YR2022,Sudan,2022,1046.24084472656,,,,67.339
SDN,YR2021,Sudan,2021,712.122009277344,,,,69.14
SDN,YR2020,Sudan,2020,577.795227050781,,,,71.151
VCT,YR2024,St. Vincent and the Grenadines,2024,11501.2265187188,111.436840631127,124.871794871795,,40.774
VCT,YR2023,St. Vincent and the Grenadines,2023,10582.3656725229,111.27069801482,125.381038491346,,42.3
VCT,YR2022,St. Vincent and the Grenadines,2022,9693.55867833025,111.969424460432,128.182294394971,41.4983277591973,43.553
VCT,YR2021,St. Vincent and the Grenadines,2021,8641.27904024443,114.646104474951,130.489101541733,35.7032258064516,44.54
VCT,YR2020,St. Vincent and the Grenadines,2020,8351.20324040982,115.484843112923,127.844391153744,33.6692278624512,50.299
MAF,YR2024,St. Martin (French part),2024,,,,,13.22
MAF,YR2023,St. Martin (French part),2023,,,,,14.29
MAF,YR2022,St. Martin (French part),2022,,,,,14.656
MAF,YR2021,St. Martin (French part),2021,21668.3776525323,,,,15.065
MAF,YR2020,St. Martin (French part),2020,,,,,16.251
LCA,YR2024,St. Lucia,2024,14181.6303351598,96.7822958387075,87.8672424011515,,27.167
LCA,YR2023,St. Lucia,2023,13554.7684784933,101.370978688747,88.6818771362305,15.0396404266357,27.829
LCA,YR2022,St. Lucia,2022,13103.8243147472,102.964202074272,87.6844863891602,16.1808795928955,28.551
LCA,YR2021,St. Lucia,2021,10459.1321248092,,,,28.84
LCA,YR2020,St. Lucia,2020,8411.07474936367,98.4292526245117,88.7376327514648,16.8199691772461,29.294
KNA,YR2024,St. Kitts and Nevis,2024,23960.6534357084,,,,36.413
KNA,YR2023,St. Kitts and Nevis,2023,22576.9248439166,121.118748518606,137.513208876365,,35.183
KNA,YR2022,St. Kitts and Nevis,2022,21011.5744209816,127.689992475545,119.88360814743,,35.666
KNA,YR2021,St. Kitts and Nevis,2021,18361.1449697886,138.731674194336,123.94677734375,,36.993
KNA,YR2020,St. Kitts and Nevis,2020,18859.0190361046,129.318854886476,111.195206559445,,38.711
LKA,YR2024,Sri Lanka,2024,4515.56787322732,,,,14.719
LKA,YR2023,Sri Lanka,2023,3798.89016573011,91.4511421235026,87.9534065332114,20.7412633848006,15.091
LKA,YR2022,Sri Lanka,2022,3342.63650253855,92.9846466705678,88.1918156520303,22.3679922774735,15.122
LKA,YR2021,Sri Lanka,2021,3996.96240014909,94.459178502415,89.8339685558794,20.7824292013914,15.401
LKA,YR2020,Sri Lanka,2020,3847.60137695639,95.2338733103182,,20.1614879343022,15.465
ESP,YR2024,Spain,2024,35326.7683069278,102.936981201172,118.537803649902,93.7689666748047,4.85
ESP,YR2023,Spain,2023,33493.2225409111,103.002769470215,118.361709594727,93.7303466796875,4.809
ESP,YR2022,Spain,2022,30319.4987196616,102.984786987305,119.646171569824,95.0271606445312,4.776
ESP,YR2021,Spain,2021,30799.4775937775,103.363586425781,120.135841369629,95.3768997192383,4.702
ESP,YR2020,Spain,2020,27233.9426461608,103.884178161621,118.338188171387,91.59912109375,5.23
SSD,YR2024,South Sudan,2024,,98.4412384033203,122.120628356934,,96.276
SSD,YR2023,South Sudan,2023,,,,,97.132
SSD,YR2022,South Sudan,2022,,,,,98.551
SSD,YR2021,South Sudan,2021,,,,,99.485
SSD,YR2020,South Sudan,2020,,,,,100.555
ZAF,YR2024,South Africa,2024,6267.186814093,,,,51.844
ZAF,YR2023,South Africa,2023,6034.27208964673,101.772235793474,104.133480684239,23.493768799339,51.56
ZAF,YR2022,South Africa,2022,6534.24867783397,102.402386766287,104.535066506498,23.7271036201865,51.707
ZAF,YR2021,South Africa,2021,6828.75624590017,101.741377795018,106.443303990911,22.3431289991291,52.546
ZAF,YR2020,South Africa,2020,5580.60383075189,101.300342707463,103.501178102472,22.6148742572009,51.614
SOM,YR2024,"Somalia, Fed. Rep.",2024,629.538899449007,,,,115.425
SOM,YR2023,"Somalia, Fed. Rep.",2023,596.885985135589,20.9155502319336,3.34785008430481,,117.1
SOM,YR2022,"Somalia, Fed. Rep.",2022,573.141165798229,,,,119.277
SOM,YR2021,"Somalia, Fed. Rep.",2021,549.056994756254,,,,120.995
SOM,YR2020,"Somalia, Fed. Rep.",2020,518.16113333875,,,,122.735
SLB,YR2024,Solomon Islands,2024,1933.55538435227,81.8445759596103,,,49.388
SLB,YR2023,Solomon Islands,2023,1882.64394148042,80.2544791015835,,,50.372
SLB,YR2022,Solomon Islands,2022,1877.78104490956,,,,51.179
SLB,YR2021,Solomon Islands,2021,2043.44413170658,,,,51.836
SLB,YR2020,Solomon Islands,2020,2063.32780991967,89.6007986762942,,,52.236
SVN,YR2024,Slovenia,2024,34301.0318686594,,,,3.379
SVN,YR2023,Slovenia,2023,32660.4753581346,100.884101867676,107.626876831055,80.0806884765625,3.496
SVN,YR2022,Slovenia,2022,28360.3041467268,100.639137268066,107.874809265137,82.3922576904297,3.525
SVN,YR2021,Slovenia,2021,29192.8401933019,99.7762680053711,108.17887878418,82.2400436401367,3.83
SVN,YR2020,Slovenia,2020,25392.0651093612,100.231536865234,110.359169006348,75.8166809082031,4.056
SVK,YR2024,Slovak Republic,2024,25992.6748502048,102.752586364746,93.1929931640625,54.4743194580078,24.477
SVK,YR2023,Slovak Republic,2023,24614.8734642794,103.090553283691,92.6436767578125,53.417610168457,24.59
SVK,YR2022,Slovak Republic,2022,21317.7943982363,100.326721191406,92.2043075561523,52.4959106445312,24.543
SVK,YR2021,Slovak Republic,2021,22123.3342114545,100.064170837402,91.0899124145508,50.7342491149902,25.872
SVK,YR2020,Slovak Republic,2020,19735.4858280801,99.9172286987305,90.813346862793,48.3790016174316,25.975
SXM,YR2024,Sint Maarten (Dutch part),2024,41472.5874498583,,,,16.636
SXM,YR2023,Sint Maarten (Dutch part),2023,39451.8223361963,135.070755004883,,7.65284309533989,17.156
SXM,YR2022,Sint Maarten (Dutch part),2022,37793.1284399157,,,8.259449370042,17.063
SXM,YR2021,Sint Maarten (Dutch part),2021,32548.4366854902,,,,17.177
SXM,YR2020,Sint Maarten (Dutch part),2020,30150.8998380477,,,,18.592
SGP,YR2024,Singapore,2024,90674.066632628,,,,2.214
SGP,YR2023,Singapore,2023,85412.230345235,100.245139192048,103.082801906213,97.2886546863037,2.16
SGP,YR2022,Singapore,2022,90299.0694637269,99.5780376637324,103.009804103267,98.02222650098,2.17
SGP,YR2021,Singapore,2021,80056.1288247844,99.8746450408043,102.951274385922,97.0989103061521,2.16
SGP,YR2020,Singapore,2020,61410.0792630788,100.53590938338,103.115839213946,93.134767179468,2.276
SLE,YR2024,Sierra Leone,2024,806.654650417726,162.123997594776,,,91.187
SLE,YR2023,Sierra Leone,2023,758.329137378248,159.416853770084,86.9079513549805,,93.592
SLE,YR2022,Sierra Leone,2022,860.371067916096,163.173554667055,,,95.743
SLE,YR2021,Sierra Leone,2021,885.396401885395,157.709757576001,73.4251403808594,,98.06
SLE,YR2020,Sierra Leone,2020,845.277557920549,142.792124647639,62.5606803894043,,100.177
SYC,YR2024,Seychelles,2024,17858.8226383978,93.3800582885742,70.824577331543,14.5342502593994,53.47
SYC,YR2023,Seychelles,2023,18262.7115849287,97.1359174172655,74.2514404458298,14.0341370902195,54.516
SYC,YR2022,Seychelles,2022,16836.6721895387,97.7654776547765,76.8818747010999,13.930414075936,55.385
SYC,YR2021,Seychelles,2021,14982.9111487767,109.626103111937,102.952278242114,26.8701526144608,56.384
SYC,YR2020,Seychelles,2020,14041.4754074575,114.153661464586,102.18818380744,26.934264107039,57.331
SRB,YR2024,Serbia,2024,13679.2065983557,95.9914169311523,89.8402786254883,70.582649230957,13.11
SRB,YR2023,Serbia,2023,12281.707946167,,,73.2060012817383,13.669
SRB,YR2022,Serbia,2022,10024.8191112596,96.6279678344727,91.9540023803711,69.8046798706055,13.833
SRB,YR2021,Serbia,2021,9680.52798074468,96.8112564086914,92.3795013427734,69.1800231933594,13.739
SRB,YR2020,Serbia,2020,8098.70955668849,97.7058486938477,92.2411727905273,68.1431121826172,13.468
SEN,YR2024,Senegal,2024,1773.21829923448,85.3279669566335,,15.3302400879779,59.144
SEN,YR2023,Senegal,2023,1698.03387300843,85.4523658596434,44.0673682244069,16.0710053721835,60.242
SEN,YR2022,Senegal,2022,1574.0281059306,84.2733198273584,45.3756792066535,15.6478973478986,61.034
SEN,YR2021,Senegal,2021,1598.10676952274,84.0612276417736,45.1726204964815,14.6823561354842,62.176
SEN,YR2020,Senegal,2020,1461.08720350553,84.9031291477371,44.7866297761573,13.3136624860931,63.118
SAU,YR2024,Saudi Arabia,2024,35121.6628687742,103.984471859469,110.66346516974,83.884129573915,11.076
SAU,YR2023,Saudi Arabia,2023,36156.848337701,,,,11.114
SAU,YR2022,Saudi Arabia,2022,38510.2276211037,102.13902539092,122.158039993668,73.7492065429688,10.29
SAU,YR2021,Saudi Arabia,2021,31920.7653655643,100.895579929087,104.280975297041,74.3924865722656,10.467
SAU,YR2020,Saudi Arabia,2020,24338.8307301067,103.151902576284,104.411027399625,73.7510866368859,11.266
STP,YR2024,Sao Tome and Principe,2024,3490.56883486557,,,,85.183
STP,YR2023,Sao Tome and Principe,2023,2990.6606143535,,,,86.195
STP,YR2022,Sao Tome and Principe,2022,2389.73729784737,,,,86.779
STP,YR2021,Sao Tome and Principe,2021,2362.58827248102,,,,87.903
STP,YR2020,Sao Tome and Principe,2020,2167.22001796925,,,,88.99
SMR,YR2024,San Marino,2024,,93.5309973045822,60.3746397694525,57.5487465181059,1.173
SMR,YR2023,San Marino,2023,59879.7173015651,95.1203643461288,60.7940446650124,51.1357340720222,1.158
SMR,YR2022,San Marino,2022,54190.8417700372,93.9375,61.6779239246356,53.7988826815642,1.158
SMR,YR2021,San Marino,2021,54176.4798021628,93.5735735735736,61.0071942446043,57.6704545454545,1.177
SMR,YR2020,San Marino,2020,44326.9556746411,94.4051825677267,61.8604651162791,55.0960978450786,1.151
WSM,YR2024,Samoa,2024,5392.87761915762,101.043324329961,,16.0263900756836,43.53
WSM,YR2023,Samoa,2023,4822.74084650019,101.617020641348,,14.6106638814429,43.538
WSM,YR2022,Samoa,2022,4132.44717734444,103.30974754162,,18.5508413272527,43.866
WSM,YR2021,Samoa,2021,4021.55934894283,104.730628904914,,19.1409681560724,44.02
WSM,YR2020,Samoa,2020,4099.59660548583,101.994834813153,,17.3303454643177,45.462
RWA,YR2024,Rwanda,2024,999.65456165547,149.572183149389,48.790277194547,9.41173924647801,30.587
RWA,YR2023,Rwanda,2023,1027.03446826565,151.894816720753,45.1251505756161,8.88624308383425,30.779
RWA,YR2022,Rwanda,2022,975.469323735369,148.752482099863,44.1547093958443,7.41325884733851,31.057
RWA,YR2021,Rwanda,2021,829.544845263697,151.063571867834,44.1820840550314,,31.158
RWA,YR2020,Rwanda,2020,778.701498925026,,,7.56709586345553,31.514
RUS,YR2024,Russian Federation,2024,14889.0185546875,,,60.3891235376867,12.157
RUS,YR2023,Russian Federation,2023,14159.3876953125,97.7462041476013,92.4840470838527,93.7277679443359,12.974
RUS,YR2022,Russian Federation,2022,15619.6142578125,100.122558846483,92.7729443625069,53.9151941239211,13.163
RUS,YR2021,Russian Federation,2021,12425.029296875,100.890349270112,92.171155276901,54.9542479280814,13.565
RUS,YR2020,Russian Federation,2020,10108.3271484375,101.731047648404,91.5812884026933,57.2232854739754,13.801
ROU,YR2024,Romania,2024,20080.2096215595,,,,32.78
ROU,YR2023,Romania,2023,18244.4186876321,84.946662902832,81.6316070556641,55.1682891845703,33.75
ROU,YR2022,Romania,2022,15503.551804598,84.8812789916992,83.0334701538086,58.2390403747559,33.514
ROU,YR2021,Romania,2021,14907.9803652143,90.7731704711914,86.1970901489258,55.2656097412109,33.234
ROU,YR2020,Romania,2020,13009.1770573223,91.9047393798828,86.416877746582,53.4911117553711,34.155
QAT,YR2024,Qatar,2024,76688.6941743178,97.5567016601562,99.578857421875,43.0178909301758,5.491
QAT,YR2023,Qatar,2023,81816.9797967481,95.4387588500977,100.136596679688,38.2058906555176,5.693
QAT,YR2022,Qatar,2022,88701.4689763536,94.1971279001544,102.968360766419,35.0854901088778,5.63
QAT,YR2021,Qatar,2021,71751.9363398856,89.5694061041452,95.6694483531864,31.2813974439236,4.894
QAT,YR2020,Qatar,2020,51683.5681078949,100.984972771335,105.869328366077,23.7649212314763,6.137
PRI,YR2024,Puerto Rico (US),2024,39343.7154660139,87.9278775085621,81.4824139700154,,13.295
PRI,YR2023,Puerto Rico (US),2023,36980.7884784287,88.0846710205078,110.409713745117,77.9263575380698,14.076
PRI,YR2022,Puerto Rico (US),2022,35353.6821570014,,,82.0153279566474,13.956
PRI,YR2021,Puerto Rico (US),2021,32619.0704601174,,,88.5327447779272,14.896
PRI,YR2020,Puerto Rico (US),2020,31427.1130762831,,,88.4148538699338,16.155
PRT,YR2024,Portugal,2024,29292.242104753,,,,6.567
PRT,YR2023,Portugal,2023,27634.6183139773,110.98851776123,120.347076416016,77.6778182983398,6.985
PRT,YR2022,Portugal,2022,24620.5197587181,108.103523254395,120.926139831543,75.0714797973633,6.642
PRT,YR2021,Portugal,2021,24711.4510062111,105.672172546387,118.984870910645,72.5122375488281,5.811
PRT,YR2020,Portugal,2020,22299.4044062173,105.753471374512,118.68286895752,68.1568908691406,6.776
POL,YR2024,Poland,2024,25103.565661423,105.358512878418,107.881309509277,80.9149627685547,5.849
POL,YR2023,Poland,2023,22145.2660647429,105.397079467773,108.386131286621,76.8794097900391,6.191
POL,YR2022,Poland,2022,18891.2121169279,100.594268798828,108.48217010498,75.2911071777344,5.984
POL,YR2021,Poland,2021,18635.5104895754,96.6018218994141,110.52970123291,72.2060623168945,6.772
POL,YR2020,Poland,2020,16150.9304813473,82.211540222168,112.576263427734,70.9730377197266,8.107
PHL,YR2024,Philippines,2024,3984.8315387656,94.0330906383194,85.2945085684493,47.4134996154186,31.316
PHL,YR2023,Philippines,2023,3804.08274131097,92.4462107015215,91.5493424610693,44.2394203278519,31.887
PHL,YR2022,Philippines,2022,3548.06930572116,90.6131438325611,92.291271176651,38.4011392706768,32.161
PHL,YR2021,Philippines,2021,3484.38593882819,88.8345145801337,85.8666475631511,33.6166173848126,32.45
PHL,YR2020,Philippines,2020,3227.57910235199,93.2822386485839,87.9419879481158,31.6317598507085,34.477
PER,YR2024,Peru,2024,8452.37167056621,112.787780761719,108.289047241211,,42.926
PER,YR2023,Peru,2023,7887.54185920108,113.900588989258,111.395393371582,,43.562
PER,YR2022,Peru,2022,7350.63034300417,114.349319458008,103.591468811035,,43.933
PER,YR2021,Peru,2021,6826.20255614477,113.829208374023,101.589141845703,,44.42
PER,YR2020,Peru,2020,6133.32552410183,113.065826416016,100.138702392578,,45.423
PRY,YR2024,Paraguay,2024,6416.09708970845,89.4386417386793,79.1305613911018,,70.22
PRY,YR2023,Paraguay,2023,6299.99026533713,90.3532686843589,79.7518585422984,,70.332
PRY,YR2022,Paraguay,2022,6205.62595379319,91.0286415669387,82.3071472143291,,71.036
PRY,YR2021,Paraguay,2021,5976.93179789949,92.5220031738281,84.787987118923,,71.902
PRY,YR2020,Paraguay,2020,5365.47220721104,90.8342908567893,85.6669309236136,,72.899
PNG,YR2024,Papua New Guinea,2024,3006.70564478923,,,,53.518
PNG,YR2023,Papua New Guinea,2023,2966.06830432055,121.090488343548,52.0929750873194,,54.069
PNG,YR2022,Papua New Guinea,2022,3102.28968594061,111.086149294969,,,55.029
PNG,YR2021,Papua New Guinea,2021,2607.57861874444,101.941113862706,45.848952374731,,55.664
PNG,YR2020,Papua New Guinea,2020,2429.61134585269,102.053543720153,44.5528199220061,,56.433
PAN,YR2024,Panama,2024,19161.2188501596,96.9385299682617,,,55.851
PAN,YR2023,Panama,2023,18797.1933994045,95.2033935877376,,53.6949637061742,57.342
PAN,YR2022,Panama,2022,17378.6070017557,101.563230633345,,57.8162831217614,57.772
PAN,YR2021,Panama,2021,15509.8069124139,100.88841591996,,52.7147829654218,58.035
PAN,YR2020,Panama,2020,13290.5608397749,95.2048771264878,,44.9372948646286,62.55
PLW,YR2024,Palau,2024,,106.937269372694,95.7270847691247,71.8428437792329,30.178
PLW,YR2023,Palau,2023,15610.8231931032,100.718907260963,97.286012526096,41.130604288499,29.927
PLW,YR2022,Palau,2022,13729.7602761496,92.0141342756184,89.0526315789474,51.5274949083503,30.031
PLW,YR2021,Palau,2021,13009.2481630213,108.989547038328,102.280826799715,,30.02
PLW,YR2020,Palau,2020,14708.2119536914,105.470914127424,160.800003051758,,30.193
PAK,YR2024,Pakistan,2024,1478.77277977996,83.726068200404,48.2805022055997,10.8564126844434,39.856
PAK,YR2023,Pakistan,2023,1360.32417758419,81.3796346128751,42.2911451386891,10.4770304814137,41.095
PAK,YR2022,Pakistan,2022,1538.3228133171,78.9400248844352,40.4177656413012,10.5057175294292,42.298
PAK,YR2021,Pakistan,2021,1455.31922370186,80.3165790075685,40.2578898404389,12.3810012807012,43.372
PAK,YR2020,Pakistan,2020,1278.39735206896,,,11.7245978752314,44.572
OMN,YR2024,Oman,2024,20285.2272897377,94.7204132080078,95.1220397949219,42.226921081543,5.646
OMN,YR2023,Oman,2023,21027.7384778886,,,,5.986
OMN,YR2022,Oman,2022,23223.5829405935,89.2455714414171,91.9645458184777,,5.875
OMN,YR2021,Oman,2021,19403.4600160211,89.1980294207256,94.287268445183,43.8433613964625,6.743
OMN,YR2020,Oman,2020,16784.8630630058,90.636727982112,94.5432460924967,48.3754397440909,7.439
NOR,YR2024,Norway,2024,86785.4334489176,98.5439224243164,116.254272460938,95.4987564086914,1.284
NOR,YR2023,Norway,2023,87497.2179649556,98.6104431152344,117.775093078613,95.0573806762695,1.405
NOR,YR2022,Norway,2022,109269.520580298,98.9667587280273,119.442527770996,97.6419830322266,1.411
NOR,YR2021,Norway,2021,93072.8925119571,98.9731903076172,119.816871643066,93.9243011474609,1.715
NOR,YR2020,Norway,2020,68340.0181033702,98.8857498168945,119.941543579102,87.1685333251953,1.776
MNP,YR2024,Northern Mariana Islands,2024,,,,,25.313
MNP,YR2023,Northern Mariana Islands,2023,,,,,26.151
